Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter_7_cdb0be61		I took the teacup that Weng held out to me.	game/09_chapter_07.rpy	181	"[what]"
chapter_7_851baeb7	dorian	Thank you, Miss Weng.	game/09_chapter_07.rpy	183	dorian "[what]"
chapter_7_1b00575a	weng	You must be parched from the battle earlier. I really have to thank you for being concerned about an old woman like me.	game/09_chapter_07.rpy	185	weng "[what]"
chapter_7_edf70be4	yuxuan	Weng told me about the Hundun. And when I heard, well—by the Prosperity Dragon, I was mortified! What in the world was an extinct creature doing here?!	game/09_chapter_07.rpy	187	yuxuan "[what]"
chapter_7_a44791a4	weng	His Majesty told Sir Niko, Sir Svante, and me. At first, we didn't believe him. Until Tim backed him up.	game/09_chapter_07.rpy	189	weng "[what]"
chapter_7_d0d2c730	weng	And then we went outside and saw the body.	game/09_chapter_07.rpy	190	weng "[what]"
chapter_7_103c1d22	dorian	Yu, how's Elias?	game/09_chapter_07.rpy	192	dorian "[what]"
chapter_7_ea788cb5		Yuxuan opened his mouth to respond, but before he could—	game/09_chapter_07.rpy	194	"[what]"
chapter_7_70b428aa	tedda	Master Doriaaaann! Lady Elias is sleeping soundly! You have nothing to worry about! She is—	game/09_chapter_07.rpy	196	tedda "[what]"
chapter_7_d1af64ad	roboto	Miss Tedda, please lower your voice.	game/09_chapter_07.rpy	198	roboto "[what]"
chapter_7_921898ea	tedda	Oh… Sorry, Roboto. Whoopsiee…	game/09_chapter_07.rpy	200	tedda "[what]"
chapter_7_33a6d05d		Yuxuan sighed, but a smirk tugged at the corner of his lips.	game/09_chapter_07.rpy	202	"[what]"
chapter_7_c28c747c	yuxuan	Well, you heard it, buddy. Elias is fine.	game/09_chapter_07.rpy	204	yuxuan "[what]"
chapter_7_0dfecb44		I nodded but barely acknowledged their words. My mind was still back in the dream. The cavern. The door.	game/09_chapter_07.rpy	206	"[what]"
ch7_dream_debrief_20706529	dorian	Yu… I have to tell you something.	game/09_chapter_07.rpy	220	dorian "[what]"
ch7_dream_debrief_e655183e		The room hushed slightly. I took a breath and told them everything.	game/09_chapter_07.rpy	222	"[what]"
ch7_dream_debrief_bc2aee58		I told them how the white void cracked apart, breaking like shattered glass until I stood in an ancient underground cavern.	game/09_chapter_07.rpy	223	"[what]"
ch7_dream_debrief_bfe4688d		I told them about the winged man – Magnus. How his white wings streaked with cracks of light. How he would always call me every now and then.	game/09_chapter_07.rpy	224	"[what]"
ch7_dream_debrief_1b7eedf6		How he had grabbed me, shook me, and yelled my name in desperation. He told me that the seal was weakening. That someone—or something—was undoing it.	game/09_chapter_07.rpy	225	"[what]"
ch7_dream_debrief_8eeabcd2		When I finished speaking, a heavy silence settled over between the three of us.	game/09_chapter_07.rpy	226	"[what]"
ch7_dream_debrief_b6d6c39c	weng	By the stars… Is that what happened in your dream?	game/09_chapter_07.rpy	228	weng "[what]"
ch7_dream_debrief_fbb875bf	yuxuan	A winged man? Preposterous. We—	game/09_chapter_07.rpy	230	yuxuan "[what]"
ch7_dream_debrief_9004633e	niko	A winged man, you said?	game/09_chapter_07.rpy	232	niko "[what]"
ch7_dream_debrief_dd075449		I turned just in time to see him striding over, his coat slightly disheveled from tending to the injured. In one gloved hand, he held a scalpel, the blade still stained with antiseptic, while his other hand balanced a tray of rolled bandages and a mortar filled with crushed medicinal herbs.	game/09_chapter_07.rpy	234	"[what]"
ch7_dream_debrief_90943edd	svante	Sir Dorian, you're awake.	game/09_chapter_07.rpy	236	svante "[what]"
ch7_dream_debrief_a09ce703		The violet-haired Aldorith lifted his head. He set down the cloth and stood, striding toward us.	game/09_chapter_07.rpy	238	"[what]"
ch7_dream_debrief_ce599dc6	svante	Me and Sir Niko hurried to get here when we learned that the monsters attacked Tianho.	game/09_chapter_07.rpy	240	svante "[what]"
ch7_dream_debrief_80d41e6c	yuxuan	If it wasn't for them, almost half of the wounded here might have died.	game/09_chapter_07.rpy	242	yuxuan "[what]"
ch7_dream_debrief_462e2899	weng	Such amazing gentlemen. I appreciate your help.	game/09_chapter_07.rpy	244	weng "[what]"
ch7_dream_debrief_2559b70a		Weng looked at Svante and Niko. But Niko's gaze locked onto me, sharp and unyielding.	game/09_chapter_07.rpy	246	"[what]"
ch7_dream_debrief_561f2660	niko	Describe the winged man to me. Every detail.	game/09_chapter_07.rpy	248	niko "[what]"
ch7_dream_debrief_ae03acff		I hesitated. Something about the intensity in his voice—like he wasn't just curious, but searching for something.	game/09_chapter_07.rpy	250	"[what]"
ch7_dream_debrief_778bfb86		I told him. About Magnus' white wings. Brown hair. His golden eyes. The cracks of light streaking through them. His panic. His urgency. The cavern, and the growl beneath it.	game/09_chapter_07.rpy	251	"[what]"
ch7_dream_debrief_1d314e45		Niko listened in silence. He didn't even blink. Then, his grip on the scalpel tightened.	game/09_chapter_07.rpy	252	"[what]"
ch7_dream_debrief_65905df4		Svante's brows twitched slightly.	game/09_chapter_07.rpy	253	"[what]"
ch7_dream_debrief_6df9cd50	svante	But… That can't be.	game/09_chapter_07.rpy	255	svante "[what]"
ch7_dream_debrief_c4afa954	niko	Are you certain that wasn't a premonition of the Death God?	game/09_chapter_07.rpy	257	niko "[what]"
ch7_dream_debrief_6ef32de8	niko	It must be a sign from Enoch himself! I implore you, tell me more about this dream! Is it telling you to go somewhere? I will follow you, Dorian!	game/09_chapter_07.rpy	258	niko "[what]"
ch7_dream_debrief_8670b7d1		I opened my mouth to respond, but before I could—	game/09_chapter_07.rpy	260	"[what]"
ch7_dream_debrief_7e22a683	yuxuan	Oh, here we go…	game/09_chapter_07.rpy	262	yuxuan "[what]"
ch7_dream_debrief_0ae3e3f3	yuxuan	Niko, I think you'd love any excuse to bring up Enoch.	game/09_chapter_07.rpy	263	yuxuan "[what]"
ch7_dream_debrief_da45f4da		Niko shot him a glare but turned back to me, the intensity in his expression unwavering.	game/09_chapter_07.rpy	265	"[what]"
ch7_dream_debrief_eba93a45	niko	You described a man with wings. The golden eyes is a dead giveaway.	game/09_chapter_07.rpy	267	niko "[what]"
ch7_dream_debrief_37df3583	yuxuan	Oh, come on. You're reading into this a little too much. Not everything is about your Death God, Niko. Dreams happen all the time!	game/09_chapter_07.rpy	269	yuxuan "[what]"
ch7_dream_debrief_79637f3f		Yuxuan's image flickered with animation.	game/09_chapter_07.rpy	271	"[what]"
ch7_dream_debrief_4c15d40a	yuxuan	Why, just last week, I dreamt that I had only eaten one piece of chocolate, but when I turned around—bam!—I was surrounded by an entire mountain of Hinami treats! And naturally, I ate all of them.	game/09_chapter_07.rpy	273	yuxuan "[what]"
ch7_dream_debrief_b83b1d2d	weng	That's such a lovely dream, Master Yuxuan. You are incomparable and you are such a visionary!	game/09_chapter_07.rpy	275	weng "[what]"
ch7_dream_debrief_8acdb985	yuxuan	Awww thank you so much, Miss Weng!	game/09_chapter_07.rpy	277	yuxuan "[what]"
ch7_dream_debrief_2b7c3424	niko	*groans* Ugh…	game/09_chapter_07.rpy	279	niko "[what]"
ch7_dream_debrief_12e5c97b	yuxuan	Now tell me, Niko. Should I be preparing for an avalanche of delectable confections from Hinami to be given to me by the magnificent Prosperity Dragon? Because, if so, I need to grab my finest fork and plate!	game/09_chapter_07.rpy	281	yuxuan "[what]"
ch7_dream_debrief_9d13a77b	niko	What? That's just ridiculous, Yuxuan.	game/09_chapter_07.rpy	283	niko "[what]"
ch7_dream_debrief_fbd4315c	svante	Now that you mention it, that sounds like a wonderful dream, Sir Yuxuan.	game/09_chapter_07.rpy	285	svante "[what]"
ch7_dream_debrief_18e56c3c	svante	I once dreamt that I stood in a field of violet flowers! I was barefoot, and the earth beneath me was warm! And for the first time, I felt… light.	game/09_chapter_07.rpy	286	svante "[what]"
ch7_dream_debrief_c02aaa0f	yuxuan	See?! Dreams are harmless!	game/09_chapter_07.rpy	288	yuxuan "[what]"
ch7_dream_debrief_eb9ff80f	niko	That's not what I'm talking about, Yuxu—	game/09_chapter_07.rpy	290	niko "[what]"
ch7_dream_debrief_d645e65f	weng	I remember dreaming of stirring a lovely kettle and the entire city of Tianho gathered around—each of them drinking from it.	game/09_chapter_07.rpy	292	weng "[what]"
ch7_dream_debrief_d4baa3bf		Svante's smile grew.	game/09_chapter_07.rpy	294	"[what]"
ch7_dream_debrief_5da638ba	svante	Wow… That really fits you, Miss Weng.	game/09_chapter_07.rpy	296	svante "[what]"
ch7_dream_debrief_9855e93d		Niko groaned, pinching the bridge of his nose.	game/09_chapter_07.rpy	298	"[what]"
ch7_dream_debrief_0681271d	niko	You're all missing the point… Enoch, help me.	game/09_chapter_07.rpy	300	niko "[what]"
ch7_dream_debrief_ea004cb3	dorian	I… I need to find him. Magnus said he's in Tianho—but I have no damn clue where.	game/09_chapter_07.rpy	302	dorian "[what]"
ch7_dream_debrief_4041b532		Niko straightened, nodding. I blinked.	game/09_chapter_07.rpy	304	"[what]"
ch7_dream_debrief_eb6b0540	dorian	You sure?	game/09_chapter_07.rpy	306	dorian "[what]"
ch7_dream_debrief_5ed094a8	niko	I believe this isn't just some cryptic dream, Dorian. Something is happening.	game/09_chapter_07.rpy	308	niko "[what]"
ch7_dream_debrief_6b626e21		I ran a hand through my hair, taking a slow breath.	game/09_chapter_07.rpy	310	"[what]"
ch7_dream_debrief_c47ccdec	niko	Tell me—was there anything else in your dream? Something distinct?	game/09_chapter_07.rpy	312	niko "[what]"
ch7_dream_debrief_4d6370a4		I closed my eyes for a moment, trying to recall every detail. Think, Dorian, think. Then, it hit me.	game/09_chapter_07.rpy	314	"[what]"
ch7_dream_debrief_14a9c787	dorian	There was a massive door. It was made of simple stone… but it bore an amazing illustration of the Prosperity Dragon. The details were immaculate, almost like I was looking at the dragon himself.	game/09_chapter_07.rpy	316	dorian "[what]"
ch7_dream_debrief_431eb3b5	yuxuan	A massive door… Intricate illustration of the Prosperity Dragon…	game/09_chapter_07.rpy	318	yuxuan "[what]"
ch7_dream_debrief_a5ae39c1		I turned to the delivery bot as Yuxuan's face flickered on the screen. His usual playfulness was gone, replaced with a calculating look.	game/09_chapter_07.rpy	320	"[what]"
ch7_dream_debrief_7b0cf6c4	yuxuan	I think I know where that is.	game/09_chapter_07.rpy	322	yuxuan "[what]"
ch7_dream_debrief_eb2f08b4		My breath hitched.	game/09_chapter_07.rpy	324	"[what]"
ch7_dream_debrief_a51a4fa8	dorian	You do?	game/09_chapter_07.rpy	326	dorian "[what]"
ch7_dream_debrief_70f7319c	yuxuan	I'm not completely sure yet. But if my guess is right, there's only one place in Tianho that fits that description.	game/09_chapter_07.rpy	328	yuxuan "[what]"
ch7_dream_debrief_a018c839	niko	Isn't the Prosperity Dragon the main deity of Tianho? Surely there are hundreds of places with illustrations of it.	game/09_chapter_07.rpy	330	niko "[what]"
ch7_dream_debrief_1d8d5659	svante	Huh? The main deity? I was certain I saw a shrine for the Tetrad here in Tianho a while ago.	game/09_chapter_07.rpy	332	svante "[what]"
ch7_dream_debrief_715b0a89	weng	Those are for the tourists that will be coming for the Tragedy's fifth anniversary tomorrow.	game/09_chapter_07.rpy	334	weng "[what]"
ch7_dream_debrief_271f88b3	svante	Oh… That makes a lot of sense, mam.	game/09_chapter_07.rpy	336	svante "[what]"
ch7_dream_debrief_a0861e5c	yuxuan	Trust me. I'll explain. Get back to the lab. I'll lead you there once you arrive.	game/09_chapter_07.rpy	338	yuxuan "[what]"
ch7_dream_debrief_e34cfdab	niko	Fine.	game/09_chapter_07.rpy	340	niko "[what]"
ch7_dream_debrief_79ed8be7		I nodded, already feeling the adrenaline creeping back in.	game/09_chapter_07.rpy	342	"[what]"
ch7_dream_debrief_cec65348	svante	If it's not a bother. I'd love to join if Sir Niko's coming.	game/09_chapter_07.rpy	344	svante "[what]"
ch7_dream_debrief_6a5cb605	dorian	You sure? You don't have to come.	game/09_chapter_07.rpy	346	dorian "[what]"
ch7_dream_debrief_e7240bd8	svante	If you're heading toward danger, I would like to help, sir. It's the least I can do.	game/09_chapter_07.rpy	348	svante "[what]"
ch7_dream_debrief_048033a6	niko	*sighs* Knock yourself out.	game/09_chapter_07.rpy	350	niko "[what]"
ch7_dream_debrief_0150bdd7		Niko wiped his hands on a clean cloth before turning toward the injured.	game/09_chapter_07.rpy	352	"[what]"
ch7_dream_debrief_69ffaca9	niko	Give me a few minutes, Dorian. I need to finish treating the wounded first.	game/09_chapter_07.rpy	354	niko "[what]"
ch7_dream_debrief_753a6f62	svante	I… I'll help too, Sir Niko. W-Wait!	game/09_chapter_07.rpy	356	svante "[what]"
ch7_dream_debrief_4b6849de	niko	Hurry up.	game/09_chapter_07.rpy	358	niko "[what]"
ch7_dream_debrief_d1df6358	yuxuan	Miss Weng, how's medical supply stock? How are the wounded?	game/09_chapter_07.rpy	360	yuxuan "[what]"
ch7_dream_debrief_b8f0c101	weng	We have plenty in reserve, Master Yuxuan. Right this way.	game/09_chapter_07.rpy	362	weng "[what]"
ch7_dream_debrief_16027ee6		As the others scurried along, I was left alone with my thoughts.	game/09_chapter_07.rpy	364	"[what]"
ch7_dream_debrief_24b294b9		The weight of the dream still clung to me, even now. Magnus' voice, the panic in it—it hadn't been just a dream.	game/09_chapter_07.rpy	365	"[what]"
ch7_dream_debrief_9a2586bc		I crossed my arms, shifting my weight.	game/09_chapter_07.rpy	366	"[what]"
ch7_dream_debrief_e2d27b2a		For now, all I could do was wait.	game/09_chapter_07.rpy	367	"[what]"
ch7_dream_debrief_e2691278		…But after a few minutes, I was getting restless.	game/09_chapter_07.rpy	368	"[what]"
ch7_dream_debrief_1927a855		Maybe I could spend some time with someone. But who?	game/09_chapter_07.rpy	369	"[what]"
ch7_svante_time_9bfc3463		I entered the room to my left. My gaze flickered to Svante—he was struggling.	game/09_chapter_07.rpy	419	"[what]"
ch7_svante_time_b7fd3b60		The violet-haired Aldorith stood by a table of medical tools, his expression utterly lost. His long fingers hovered over a scalpel, then a syringe, then a roll of bandages—clearly unsure what to do with any of them.	game/09_chapter_07.rpy	422	"[what]"
ch7_svante_time_d9b893fa		I sighed, stepping over.	game/09_chapter_07.rpy	423	"[what]"
ch7_svante_time_c5cb6fc6	dorian	You look like you're about to perform a heart surgery, Svante.	game/09_chapter_07.rpy	425	dorian "[what]"
ch7_svante_time_fbf5d547		He jumped slightly, nearly knocking over a jar of ointment.	game/09_chapter_07.rpy	427	"[what]"
ch7_svante_time_0115c781	svante	N-No, sir! I w-wouldn't dream of it!	game/09_chapter_07.rpy	429	svante "[what]"
ch7_svante_time_ceece289		He quickly straightened, holding up a small glass bottle filled with clear liquid. His brows furrowed as he inspected the label like it might hold a hidden trap.	game/09_chapter_07.rpy	431	"[what]"
ch7_svante_time_d1c3eb0a	svante	There's this little girl who was wounded by a yaoguai, and I'm trying to look for something that can clean the wound.	game/09_chapter_07.rpy	433	svante "[what]"
ch7_svante_time_0f6c11f2		He hesitated, glancing at me with a deep frown.	game/09_chapter_07.rpy	435	"[what]"
ch7_svante_time_902845fc	svante	This says, 'antiseptic'. But I don't know what it does.	game/09_chapter_07.rpy	437	svante "[what]"
ch7_svante_time_3b701f91	dorian	It's fine. Antiseptic cleans wounds. Prevents infection, that sort of thing.	game/09_chapter_07.rpy	439	dorian "[what]"
ch7_svante_time_5b94f552	svante	Really, sir?	game/09_chapter_07.rpy	441	svante "[what]"
ch7_svante_time_4dff7c1c		Relief flooded his features. Then, just as quickly, he frowned again.	game/09_chapter_07.rpy	443	"[what]"
ch7_svante_time_f6b451fd	svante	I was worried that it might be poison. I don't want anyone's flesh dissolving on my watch.	game/09_chapter_07.rpy	445	svante "[what]"
ch7_svante_time_8ee25cb3		I choked on a laugh.	game/09_chapter_07.rpy	447	"[what]"
ch7_svante_time_c897d418	dorian	Who would mix poison with medical supplies?	game/09_chapter_07.rpy	449	dorian "[what]"
ch7_svante_time_1075a0c3	svante	Y-You never know, sir! Back in Mjoll, I don't have much experience with all this medical stuff.	game/09_chapter_07.rpy	451	svante "[what]"
ch7_svante_time_1c4e469e		He waved a hand vaguely at the shelves filled with neatly arranged vials and bandages.	game/09_chapter_07.rpy	453	"[what]"
ch7_svante_time_a11a9af9	svante	Us guy Aldoriths tend to stick to the battlefield.	game/09_chapter_07.rpy	455	svante "[what]"
ch7_svante_time_5af3c018		That part didn't surprise me. Aldorith warriors were known for their resilience in combat, their strict traditions. If you weren't patching up wounds in the middle of a war zone, you probably weren't learning medicine at all.	game/09_chapter_07.rpy	457	"[what]"
ch7_svante_time_471b7f3d	dorian	Then why are you helping Niko?	game/09_chapter_07.rpy	459	dorian "[what]"
ch7_svante_time_7732b889		Svante rubbed the back of his neck, looking sheepish.	game/09_chapter_07.rpy	461	"[what]"
ch7_svante_time_84c639fc	svante	He needed an assistant, sir. And... I figured, since I'm a metal channeler, I could be useful somehow.	game/09_chapter_07.rpy	463	svante "[what]"
ch7_svante_time_a10eaa4c		He hesitated, then raised his hand. A soft hum filled the air as faint metallic glimmers flickered along his fingertips.	game/09_chapter_07.rpy	465	"[what]"
ch7_svante_time_2160785d	svante	See, I can use my metal channeling to bend surgical tools into shape if they break or dull too fast.	game/09_chapter_07.rpy	467	svante "[what]"
ch7_svante_time_686b6a8d		To demonstrate, he picked up a pair of tweezers that had a slightly bent tip. With a careful touch, he straightened them out, the metal shifting smoothly beneath his fingertips.	game/09_chapter_07.rpy	469	"[what]"
ch7_svante_time_a6ee9361	svante	I can also clean instruments really well. Niko told me that sterilization is important, so...	game/09_chapter_07.rpy	471	svante "[what]"
ch7_svante_time_0a99399b		He gestured toward a tray of scalpels and forceps, all gleaming under the lantern light. He must have used his ability to strip them of any impurities, making them practically spotless.	game/09_chapter_07.rpy	473	"[what]"
ch7_svante_time_4818af28		I raised a brow.	game/09_chapter_07.rpy	475	"[what]"
ch7_svante_time_d2cc6ab5	dorian	That's actually really useful.	game/09_chapter_07.rpy	477	dorian "[what]"
ch7_svante_time_53386194	svante	Y-You think so?	game/09_chapter_07.rpy	479	svante "[what]"
ch7_svante_time_434be1ba		His ears burned red, and he fidgeted with the antiseptic bottle.	game/09_chapter_07.rpy	481	"[what]"
ch7_svante_time_997edc0a	svante	I was just trying to be helpful. My sister Kristin was the real healer in the family. She always patched me up whenever I got hurt when we were kids.	game/09_chapter_07.rpy	483	svante "[what]"
ch7_svante_time_bc840eea		His voice softened at the mention of her, his eyes growing distant.	game/09_chapter_07.rpy	485	"[what]"
ch7_svante_time_44808228	dorian	She sounds like she was good at what she did.	game/09_chapter_07.rpy	487	dorian "[what]"
ch7_svante_time_755a72da	svante	She was amazing. Mom and I loved her.	game/09_chapter_07.rpy	489	svante "[what]"
ch7_svante_time_1a9902bc	svante	I remember one time during my birthday, she made me a snow-violet cake.	game/09_chapter_07.rpy	490	svante "[what]"
ch7_svante_time_4818af28_1		I raised a brow.	game/09_chapter_07.rpy	492	"[what]"
ch7_svante_time_db833969	dorian	Oh, so she's a baker?	game/09_chapter_07.rpy	494	dorian "[what]"
ch7_svante_time_151ce348	svante	Haha. No, sir. Not even close. But she did her best.	game/09_chapter_07.rpy	496	svante "[what]"
ch7_svante_time_e1641f33	svante	She made it so she and I could celebrate with Mom. Even if it was a little lopsided and too sweet, it was the best cake I ever had.	game/09_chapter_07.rpy	497	svante "[what]"
ch7_svante_time_d2e3dce2	dorian	You're right. She does sound amazing.	game/09_chapter_07.rpy	499	dorian "[what]"
ch7_svante_time_4ff6e557	svante	Kristin… Mom…	game/09_chapter_07.rpy	501	svante "[what]"
ch7_svante_time_1f8d1355		For a moment, he lingered in the memory, and a small nostalgic smile played at his lips but then he caught himself, clearing his throat.	game/09_chapter_07.rpy	503	"[what]"
ch7_svante_time_3a4e02c5	svante	M-Merciful Enoch… Look at me rambling.	game/09_chapter_07.rpy	505	svante "[what]"
ch7_svante_time_42a0c2f8		He straightened, gripping the bottle a little tighter.	game/09_chapter_07.rpy	507	"[what]"
ch7_svante_time_21611b89	svante	A-Anyway, I should probably bring this to Sir Niko before I waste more time.	game/09_chapter_07.rpy	509	svante "[what]"
ch7_svante_time_3b2af724		He turned to go but then hesitated, glancing back at me.	game/09_chapter_07.rpy	511	"[what]"
ch7_svante_time_5cbb83b1	svante	T-Thank you, sir Dorian. I would've overthought this for another ten minutes if you hadn't come in.	game/09_chapter_07.rpy	513	svante "[what]"
ch7_svante_time_bbcdc255		I smirked.	game/09_chapter_07.rpy	515	"[what]"
ch7_svante_time_e8b76932	dorian	Not a problem. But are you sure you want to come with me and Niko to search for Magnus? You don't have to.	game/09_chapter_07.rpy	517	dorian "[what]"
ch7_svante_time_dda0e833	svante	Y-Yes, sir! I really do want to help. I—	game/09_chapter_07.rpy	519	svante "[what]"
ch7_svante_time_05af59cb	niko	Svante, did you get the antiseptic for the yaoguai bite?	game/09_chapter_07.rpy	521	niko "[what]"
ch7_svante_time_565eb4bf	svante	S-Sir Niko! C-Coming!	game/09_chapter_07.rpy	523	svante "[what]"
ch7_svante_time_9d0f2900	svante	See you later, sir Dorian.	game/09_chapter_07.rpy	524	svante "[what]"
ch7_svante_time_52faea75		He gave a firm nod, then hurried off, the antiseptic bottle clutched tightly in his hands.	game/09_chapter_07.rpy	526	"[what]"
ch7_niko_time_e0bbb95e		I stepped toward the heart of the medical station, where soldiers lay on makeshift cots beneath the dim warm glow of lanterns. The air was thick with the scent of antiseptic, fresh herbs, and the underlying metallic tang of blood.	game/09_chapter_07.rpy	543	"[what]"
ch7_niko_time_e24d4df3		It was busier than I'd expected—soldiers and volunteers lay on cots or sat against crates, some wrapped in bloodied bandages, others groaning as healers worked tirelessly.	game/09_chapter_07.rpy	544	"[what]"
ch7_niko_time_efd8cb3a		I spotted Jiang, crouching beside a soldier with a deep gash on his leg. He looked up as I approached and gave me a quick wave.	game/09_chapter_07.rpy	545	"[what]"
ch7_niko_time_50ec48b2	jiang	Paladin Dorian. You're safe. Thank the Prosperity Dragon.	game/09_chapter_07.rpy	547	jiang "[what]"
ch7_niko_time_483580ab		His gaze flicked over my clothes, as if checking for wounds.	game/09_chapter_07.rpy	549	"[what]"
ch7_niko_time_e4e27b6b	jiang	You don't seem to be wounded. I take it you're here to help?	game/09_chapter_07.rpy	551	jiang "[what]"
ch7_niko_time_5d3ccd2a	dorian	Yeah. You look like you could use a few extra hands. Where's Gao and Tim?	game/09_chapter_07.rpy	553	dorian "[what]"
ch7_niko_time_be031361	jiang	Gao's outside, patrolling the entrance. Tim's with Miss Weng, helping with supplies.	game/09_chapter_07.rpy	555	jiang "[what]"
ch7_niko_time_e28c3349		A pained voice interrupted us—a woman, her voice barely above a whisper.	game/09_chapter_07.rpy	557	"[what]"
ch7_niko_time_ad7012ef	woman_2	S-Sir! P-Please… It hurts…	game/09_chapter_07.rpy	559	woman_2 "[what]"
ch7_niko_time_3cc697a9	woman_2	I was hurt by a caught by a yaoguai when… Ughhh…	game/09_chapter_07.rpy	560	woman_2 "[what]"
ch7_niko_time_f339e152		Jiang turned immediately, kneeling beside her and inspecting her wound.	game/09_chapter_07.rpy	562	"[what]"
ch7_niko_time_74d54d83	jiang	On it, miss! See you later, Paladin.	game/09_chapter_07.rpy	564	jiang "[what]"
ch7_niko_time_d9c74062		I gave a brief nod, then scanned the room.	game/09_chapter_07.rpy	566	"[what]"
ch7_niko_time_e7201ac9		Niko was at the center of it all, hands steady as he stitched a deep wound on a soldier's arm. Around him, vibrant green medicinal plants flourished in patches of soil—his nature channeling at work.	game/09_chapter_07.rpy	569	"[what]"
ch7_niko_time_8a79d18d		Leaves rustled, and fresh herbs sprouted as if responding to his focus, their natural properties easing pain and hastening recovery.	game/09_chapter_07.rpy	570	"[what]"
ch7_niko_time_4935ad73		Niko barely glanced up as I approached.	game/09_chapter_07.rpy	572	"[what]"
ch7_niko_time_a2027f95	niko	If you're here to help, take a pair of gloves from that crate and get to work.	game/09_chapter_07.rpy	574	niko "[what]"
ch7_niko_time_ab3069d7	niko	And watch your step. There are vines near your feet—I'd rather not have a patient and a Paladin to heal tonight.	game/09_chapter_07.rpy	575	niko "[what]"
ch7_niko_time_0b1da5ff		I grabbed a pair and pulled them on, stepping toward the injured soldier.	game/09_chapter_07.rpy	577	"[what]"
ch7_niko_time_0c2aa293	dorian	What do you need, Niko?	game/09_chapter_07.rpy	579	dorian "[what]"
ch7_niko_time_09ed2710	niko	Keep pressure on this wound while I stitch it up.	game/09_chapter_07.rpy	581	niko "[what]"
ch7_niko_time_9775efc3		The soldier winced as I applied pressure. He was a young man—early twenties, maybe—with dark hair matted to his forehead.	game/09_chapter_07.rpy	583	"[what]"
ch7_niko_time_15762f78	male_soldier_ch7	T-Thank you, sir...	game/09_chapter_07.rpy	585	male_soldier_ch7 "[what]"
ch7_niko_time_c05aa2a8	dorian	Hang in there.	game/09_chapter_07.rpy	587	dorian "[what]"
ch7_niko_time_99d7925a		He exhaled shakily, his chest rising and falling in uneven breaths. He gripped his own knee.	game/09_chapter_07.rpy	589	"[what]"
ch7_niko_time_e2d00c7e	male_soldier_ch7	I knew it'd be tough, but I didn't think it'd be this bad…	game/09_chapter_07.rpy	591	male_soldier_ch7 "[what]"
ch7_niko_time_79177605		Niko didn't lift his eyes from his work, his fingers moving with practiced ease as he threaded the needle.	game/09_chapter_07.rpy	593	"[what]"
ch7_niko_time_0c1f8b44	niko	The wound will heal soon. Don't worry, sir.	game/09_chapter_07.rpy	595	niko "[what]"
ch7_niko_time_f9237035	niko	Now, please relax and stay still.	game/09_chapter_07.rpy	596	niko "[what]"
ch7_niko_time_0c93ee89		With a flick of his wrist, he reached for a vial of clear liquid—one of Cheng Industries' medical innovations. He uncorked it, allowing a single drop to land on the wound. The liquid shimmered for a moment before seeping into the soldier's skin.	game/09_chapter_07.rpy	598	"[what]"
ch7_niko_time_02aec033		A reaction followed instantly. The raw, gaping tear knit itself together at an unnatural speed, reducing to a red scar within seconds. The soldier's breathing steadied, his pain lessening as Niko's nature channeling took over.	game/09_chapter_07.rpy	599	"[what]"
ch7_niko_time_06b8303c	niko	Feeling any pain, sir?	game/09_chapter_07.rpy	601	niko "[what]"
ch7_niko_time_8025b377	male_soldier_ch7	N-no, sir.	game/09_chapter_07.rpy	603	male_soldier_ch7 "[what]"
ch7_niko_time_f6d82532	niko	Good. Please continue to relax.	game/09_chapter_07.rpy	605	niko "[what]"
ch7_niko_time_b6311923		The medicinal plants growing around them responded to his call. A cluster of leaves twitched before unfurling, releasing a faint, sweet aroma. The air changed—thick with the scent of crushed herbs and damp earth. The soldier's body relaxed, the natural anesthetic properties dulling his agony.	game/09_chapter_07.rpy	607	"[what]"
ch7_niko_time_2521c022	male_soldier_ch7	That's… incredible.	game/09_chapter_07.rpy	609	male_soldier_ch7 "[what]"
ch7_niko_time_9138d4bd	niko	Side effects may include dizziness. So don't be surprised if you're seeing stars now.	game/09_chapter_07.rpy	611	niko "[what]"
ch7_niko_time_cdf9dd99		The soldier managed a weak chuckle, still staring at his arm in disbelief. Niko's hands moved with practiced ease, his touch gentle as he reached for fresh bandages.	game/09_chapter_07.rpy	613	"[what]"
ch7_niko_time_d46db4ca	male_soldier_ch7	My father was a jeweler before this…	game/09_chapter_07.rpy	615	male_soldier_ch7 "[what]"
ch7_niko_time_63e59f35	niko	That's great to hear. Jewelry is a profitable trade here in Tianho.	game/09_chapter_07.rpy	617	niko "[what]"
ch7_niko_time_80d03f2f	dorian	Where is he now?	game/09_chapter_07.rpy	619	dorian "[what]"
ch7_niko_time_f98a0c22	male_soldier_ch7	The… The tragedy of Tianho happened. We lost everything.	game/09_chapter_07.rpy	621	male_soldier_ch7 "[what]"
ch7_niko_time_cc99cc3e	niko	I'm sorry to hear that.	game/09_chapter_07.rpy	623	niko "[what]"
ch7_niko_time_700f9139		The soldier's voice hardened, and his fingers curled into fists.	game/09_chapter_07.rpy	625	"[what]"
